id,neighbourhood_group_name,neighbourhood_Name
46162095,Auckland,Rodney Ward
46162328,Hastings District,Hastings-Havelock North Ward
46162948,New Plymouth District,New Plymouth City Ward
46164238,Tauranga City,Mount Maunganui-Papamoa Ward
46164792,Auckland,Waitākere Ward
46164832,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46165172,Hamilton City,West Ward
46170923,Rotorua District,Area Outside Ward
46175852,Waikato District,Raglan Ward
46176155,Rotorua District,Area Outside Ward
46176219,Taupo District,Turangi-Tongariro Ward
46176240,Tauranga City,Otumoetai-Pyes Pa Ward
46176245,Hastings District,Hastings-Havelock North Ward
46176624,Mackenzie District,Pukaki Ward
46178195,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46178219,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46178736,Queenstown-Lakes District,Wanaka Ward
46179479,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46179707,Dunedin City,Area Outside Ward
46180961,Far North District,Bay of Islands-Whangaroa Ward
46182530,Rotorua District,Area Outside Ward
46182748,Waikato District,Raglan Ward
46183275,Far North District,Te Hiku Ward
46183491,Tauranga City,Te Papa-Welcome Bay Ward
46193550,Far North District,Te Hiku Ward
46195268,Gisborne District,Waipaoa Ward
46196193,Taupo District,Turangi-Tongariro Ward
46196529,Queenstown-Lakes District,Wanaka Ward
46199112,Christchurch City,Central Ward
46199151,Dunedin City,Area Outside Ward
46199251,Thames-Coromandel District,Mercury Bay Ward
46199744,Christchurch City,Banks Peninsula Ward
46200144,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46200551,Hastings District,Hastings-Havelock North Ward
46201837,Queenstown-Lakes District,Wanaka Ward
46201865,Auckland,North Shore Ward
46202707,Tasman District,Motueka Ward
46203194,Mackenzie District,Pukaki Ward
46203397,Ruapehu District,Waimarino-Waiouru Ward
46204915,Auckland,North Shore Ward
46205176,Thames-Coromandel District,South Eastern Ward
46206048,Kaikoura District,Area Outside Ward
46207858,Tauranga City,Otumoetai-Pyes Pa Ward
46208247,Auckland,Whau Ward
46216586,Waikato District,Onewhero-Te Akau Ward
46217853,Napier City,Taradale Ward
46220302,Hamilton City,East Ward
46221656,Auckland,Waitematā and Gulf Ward
46223571,Queenstown-Lakes District,Wanaka Ward
46224607,Thames-Coromandel District,South Eastern Ward
46224818,Auckland,North Shore Ward
46225259,Auckland,Franklin Ward
46226664,Auckland,Waitematā and Gulf Ward
46227189,Thames-Coromandel District,Mercury Bay Ward
46227957,New Plymouth District,New Plymouth City Ward
46228156,Tasman District,Golden Bay Ward
46228525,Far North District,Te Hiku Ward
46228528,Far North District,Te Hiku Ward
46228668,Auckland,North Shore Ward
46230279,Auckland,Waitematā and Gulf Ward
46240000,Auckland,North Shore Ward
46240248,Western Bay of Plenty District,Kaimai Ward
46241582,Tauranga City,Mount Maunganui-Papamoa Ward
46241625,Thames-Coromandel District,Mercury Bay Ward
46241811,Auckland,Waitematā and Gulf Ward
46241989,Thames-Coromandel District,Mercury Bay Ward
46242887,Palmerston North City,Area Outside Ward
46242920,Hurunui District,East Ward
46243474,Thames-Coromandel District,Mercury Bay Ward
46243529,Hurunui District,East Ward
46243600,Hurunui District,East Ward
46243647,Hurunui District,East Ward
46244250,Westland District,Southern Ward
46244606,Hurunui District,West Ward
46245320,Mackenzie District,Pukaki Ward
46245527,Hurunui District,West Ward
46245707,Auckland,Waitematā and Gulf Ward
46245764,Hurunui District,West Ward
46246010,Hurunui District,West Ward
46247072,Kaipara District,West Coast-Central Ward
46248102,Thames-Coromandel District,Mercury Bay Ward
46251162,Clutha District,Balclutha Ward
46259299,Christchurch City,Harewood Ward
46260881,Kaikoura District,Area Outside Ward
46261242,Hastings District,Kahuranaki Ward
46263075,Auckland,Waitematā and Gulf Ward
46263161,Hastings District,Hastings-Havelock North Ward
46263191,Far North District,Bay of Islands-Whangaroa Ward
46263515,Waitaki District,Ahuriri Ward
46263722,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46263914,Whangarei District,Whangarei Heads Ward
46264005,Ōpōtiki District,Opotiki Ward
46264432,Queenstown-Lakes District,Wanaka Ward
46264698,Thames-Coromandel District,Mercury Bay Ward
46264699,Thames-Coromandel District,Mercury Bay Ward
46264850,Waikato District,Tamahere Ward
46265008,Central Otago District,Vincent Ward
46265578,Christchurch City,Central Ward
46265660,Christchurch City,Central Ward
46267291,Auckland,Howick Ward
46267514,Auckland,Howick Ward
46267617,Auckland,Howick Ward
46268189,Thames-Coromandel District,Mercury Bay Ward
46268848,Mackenzie District,Pukaki Ward
46269030,Lower Hutt City,Harbour Ward
46269931,Wellington City,Pukehīnau/Lambton Ward
46270093,Christchurch City,Central Ward
46275019,Grey District,Southern Ward
46276943,Auckland,North Shore Ward
46280303,Waitaki District,Oamaru Ward
46281219,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46284972,Dunedin City,Area Outside Ward
46285414,Auckland,Albany Ward
46285562,Hurunui District,East Ward
46285810,Napier City,Ahuriri Ward
46287119,Horowhenua District,Kere Kere Ward
46287303,New Plymouth District,New Plymouth City Ward
46294590,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46296485,Dunedin City,Area Outside Ward
46296654,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46296933,Queenstown-Lakes District,Wanaka Ward
46297308,Kaikoura District,Area Outside Ward
46297393,Tauranga City,Otumoetai-Pyes Pa Ward
46297688,Tauranga City,Mount Maunganui-Papamoa Ward
46297846,Queenstown-Lakes District,Wanaka Ward
46299176,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46299196,Tauranga City,Mount Maunganui-Papamoa Ward
46300458,Christchurch City,Central Ward
46300532,Wellington City,Wharangi/Onslow-Western Ward
46301262,Christchurch City,Central Ward
46301334,Thames-Coromandel District,Mercury Bay Ward
46301986,Napier City,Ahuriri Ward
46302425,Hastings District,Hastings-Havelock North Ward
46302566,Wellington City,Motukairangi/Eastern Ward
46302873,Selwyn District,Malvern Ward
46302995,Waikato District,Raglan Ward
46303272,Wellington City,Paekawakawa/Southern Ward
46311249,Waikato District,Raglan Ward
46312830,Auckland,Waitematā and Gulf Ward
46313912,Tauranga City,Otumoetai-Pyes Pa Ward
46314090,Dunedin City,Area Outside Ward
46314987,Thames-Coromandel District,Mercury Bay Ward
46314988,Taupo District,Taupō Ward
46315777,Ruapehu District,Waimarino-Waiouru Ward
46315920,Clutha District,Bruce Ward
46316113,Westland District,Southern Ward
46316442,Auckland,Waitematā and Gulf Ward
46316516,Marlborough District,Marlborough Sounds Ward
46316531,Christchurch City,Banks Peninsula Ward
46316614,Whakatane District,Whakatāne-Ōhope Ward 
46316656,Porirua City,Northern Ward/Pukerua ki te Raki
46316665,Waipa District,Maungatautari Ward
46316964,Taupo District,Taupō Ward
46317778,Wellington City,Pukehīnau/Lambton Ward
46318280,Rotorua District,Area Outside Ward
46318282,Thames-Coromandel District,South Eastern Ward
46319589,Kaipara District,Mangawhai-Kaiwaka Ward
46319832,Auckland,Waitematā and Gulf Ward
46321652,Nelson City,Area Outside Ward
46322459,Tauranga City,Te Papa-Welcome Bay Ward
46322542,Auckland,Waitematā and Gulf Ward
46323983,Thames-Coromandel District,Mercury Bay Ward
46328701,Christchurch City,Banks Peninsula Ward
46329980,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46332643,Auckland,Waitematā and Gulf Ward
46333316,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46333879,Hamilton City,West Ward
46334684,Queenstown-Lakes District,Wanaka Ward
46335308,Thames-Coromandel District,South Eastern Ward
46336499,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46338070,Hurunui District,West Ward
46339035,Hurunui District,West Ward
46340233,Auckland,Ōrākei Ward
46340370,Whangarei District,Whangarei Heads Ward
46340749,Waikato District,Raglan Ward
46341634,Hastings District,Heretaunga Ward
46342137,Auckland,Albany Ward
46343061,Far North District,Te Hiku Ward
46343257,Queenstown-Lakes District,Wanaka Ward
46344920,Tauranga City,Mount Maunganui-Papamoa Ward
46353811,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46354316,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46355630,Auckland,Waitematā and Gulf Ward
46356129,Central Hawke's Bay District,Aramoana-Ruahine Ward
46357937,Thames-Coromandel District,Mercury Bay Ward
46360234,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46360743,Tauranga City,Otumoetai-Pyes Pa Ward
46360977,Wellington City,Motukairangi/Eastern Ward
46363249,Tauranga City,Mount Maunganui-Papamoa Ward
46364504,Queenstown-Lakes District,Wanaka Ward
46366015,Hastings District,Hastings-Havelock North Ward
46373185,Whangarei District,Whangarei Heads Ward
46373804,Tasman District,Motueka Ward
46376060,Kapiti Coast District,Paekākāriki-Raumati Ward
46379552,Queenstown-Lakes District,Wanaka Ward
46379613,Queenstown-Lakes District,Wanaka Ward
46379996,Tasman District,Golden Bay Ward
46380094,Auckland,Waitematā and Gulf Ward
46381514,Hurunui District,West Ward
46381999,Hurunui District,West Ward
46382151,Hurunui District,West Ward
46382333,Auckland,Waitematā and Gulf Ward
46382893,Thames-Coromandel District,South Eastern Ward
46383279,Dunedin City,Area Outside Ward
46383335,Far North District,Bay of Islands-Whangaroa Ward
46383911,Thames-Coromandel District,South Eastern Ward
46384769,Nelson City,Area Outside Ward
46385510,Taupo District,Taupō Ward
46385794,Auckland,Rodney Ward
46393983,Waikato District,Raglan Ward
46395956,Kaipara District,Mangawhai-Kaiwaka Ward
46396492,Timaru District,Geraldine Ward
46396883,Tasman District,Golden Bay Ward
46397543,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46397750,Thames-Coromandel District,South Eastern Ward
46398254,Kapiti Coast District,Paekākāriki-Raumati Ward
46398498,Queenstown-Lakes District,Wanaka Ward
46399181,New Plymouth District,South-West Ward
46399320,Ruapehu District,Waimarino-Waiouru Ward
46400095,Taupo District,Taupō Ward
46400097,Whangarei District,Bream Bay Ward
46400824,Thames-Coromandel District,Mercury Bay Ward
46400845,Nelson City,Area Outside Ward
46401627,Kaipara District,Mangawhai-Kaiwaka Ward
46405084,Ōpōtiki District,Waioeka-Waiotahi Ward
46405894,Waitaki District,Ahuriri Ward
46414695,Auckland,Maungakiekie-Tāmaki Ward
46415304,Whanganui District,Area Outside Ward
46415818,Whangarei District,Denby Ward
46417401,Dunedin City,Area Outside Ward
46417501,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46417759,Southland District,Waiau Aparima Ward
46418527,Tauranga City,Mount Maunganui-Papamoa Ward
46418560,Christchurch City,Central Ward
46418993,Thames-Coromandel District,Mercury Bay Ward
46418994,Thames-Coromandel District,Mercury Bay Ward
46418995,Thames-Coromandel District,Mercury Bay Ward
46418999,Tasman District,Motueka Ward
46419004,Thames-Coromandel District,Mercury Bay Ward
46419029,New Plymouth District,New Plymouth City Ward
46419990,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46420158,Tasman District,Moutere-Waimea Ward
46420172,Wellington City,Wharangi/Onslow-Western Ward
46420346,Mackenzie District,Pukaki Ward
46421631,Nelson City,Area Outside Ward
46421695,Christchurch City,Banks Peninsula Ward
46422247,Porirua City,Northern Ward/Pukerua ki te Raki
46422464,Auckland,Albany Ward
46424188,Far North District,Bay of Islands-Whangaroa Ward
46430257,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46431338,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46431839,Nelson City,Area Outside Ward
46432243,Auckland,Albert-Eden-Puketāpapa Ward
46433152,Whangarei District,Hikurangi-Coastal Ward
46433788,Lower Hutt City,Harbour Ward
46437519,Nelson City,Area Outside Ward
46437729,Tauranga City,Mount Maunganui-Papamoa Ward
46438452,Tasman District,Motueka Ward
46438531,Auckland,Franklin Ward
46439278,New Plymouth District,New Plymouth City Ward
46446509,Kapiti Coast District,Paekākāriki-Raumati Ward
46447129,Christchurch City,Linwood Ward
46447438,Queenstown-Lakes District,Arrowtown Ward
46448026,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46448455,Ashburton District,Western Ward
46449183,Wellington City,Pukehīnau/Lambton Ward
46449217,Auckland,Rodney Ward
46449662,Napier City,Ahuriri Ward
46449855,Taupo District,Taupō Ward
46449856,Hurunui District,West Ward
46450864,Marlborough District,Wairau-Awatere Ward
46451147,Taupo District,Taupō Ward
46451836,Tauranga City,Mount Maunganui-Papamoa Ward
46452319,Grey District,Eastern Ward
46452460,Gisborne District,Gisborne Ward
46453245,Auckland,Waitematā and Gulf Ward
46453550,Auckland,Maungakiekie-Tāmaki Ward
46454054,New Plymouth District,New Plymouth City Ward
46454395,Palmerston North City,Area Outside Ward
46454560,Tauranga City,Mount Maunganui-Papamoa Ward
46454605,Auckland,Waitematā and Gulf Ward
46455189,Far North District,Bay of Islands-Whangaroa Ward
46455197,Hastings District,Kahuranaki Ward
46455713,Tauranga City,Mount Maunganui-Papamoa Ward
46455747,Waitaki District,Ahuriri Ward
46455833,Whangarei District,Whangarei Heads Ward
46455937,Christchurch City,Central Ward
46456036,Gisborne District,Gisborne Ward
46467024,Timaru District,Timaru Ward
46467744,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46468726,Tauranga City,Mount Maunganui-Papamoa Ward
46469478,Westland District,Southern Ward
46469531,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46469877,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46470146,Waikato District,Raglan Ward
46470728,Ōpōtiki District,Waioeka-Waiotahi Ward
46470765,Westland District,Southern Ward
46471925,Auckland,Albany Ward
46472869,Western Bay of Plenty District,Maketu-Te Puke Ward
46472893,Hurunui District,West Ward
46472895,Christchurch City,Banks Peninsula Ward
46472944,Auckland,Rodney Ward
46473711,Taupo District,Turangi-Tongariro Ward
46473712,Thames-Coromandel District,Mercury Bay Ward
46474138,Christchurch City,Central Ward
46474173,Southland District,Mararoa Waimea Ward
46474530,Ruapehu District,Waimarino-Waiouru Ward
46474531,Thames-Coromandel District,South Eastern Ward
46474574,Napier City,Ahuriri Ward
46476262,Tauranga City,Mount Maunganui-Papamoa Ward
46476681,Taupo District,Taupō Ward
46477326,Tasman District,Motueka Ward
46477453,Tauranga City,Te Papa-Welcome Bay Ward
46477562,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46490005,Central Hawke's Bay District,Aramoana-Ruahine Ward
46491210,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46491239,Thames-Coromandel District,Mercury Bay Ward
46491642,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46491722,Auckland,Waitematā and Gulf Ward
46491869,Auckland,Albert-Eden-Puketāpapa Ward
46492644,Auckland,North Shore Ward
46492657,Far North District,Bay of Islands-Whangaroa Ward
46494295,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46494729,Kaikoura District,Area Outside Ward
46494891,Taupo District,Taupō Ward
46495642,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46495787,Queenstown-Lakes District,Wanaka Ward
46496192,Upper Hutt City,Area Outside Ward
46497322,Queenstown-Lakes District,Wanaka Ward
46497525,Rotorua District,Area Outside Ward
46497840,Tauranga City,Mount Maunganui-Papamoa Ward
46499476,Mackenzie District,Pukaki Ward
46507229,Rotorua District,Area Outside Ward
46508291,Thames-Coromandel District,South Eastern Ward
46510703,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46511148,South Wairarapa District,Martinborough Ward
46511233,Auckland,Waitematā and Gulf Ward
46511275,Wellington City,Paekawakawa/Southern Ward
46511426,Queenstown-Lakes District,Wanaka Ward
46511559,Auckland,Maungakiekie-Tāmaki Ward
46511909,Far North District,Bay of Islands-Whangaroa Ward
46513563,Auckland,Waitematā and Gulf Ward
46513779,Christchurch City,Banks Peninsula Ward
46513969,Tauranga City,Mount Maunganui-Papamoa Ward
46514063,Kaipara District,Dargaville Ward
46514555,Auckland,Rodney Ward
46514822,Kaipara District,Mangawhai-Kaiwaka Ward
46515494,Hauraki District,Waihi Ward
46516029,Hastings District,Heretaunga Ward
46517059,Gisborne District,Gisborne Ward
46518309,Tauranga City,Mount Maunganui-Papamoa Ward
46518777,Hamilton City,West Ward
46528162,Tauranga City,Mount Maunganui-Papamoa Ward
46528954,Manawatu District,Feilding Ward
46529453,Queenstown-Lakes District,Wanaka Ward
46530668,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46530965,Wellington City,Pukehīnau/Lambton Ward
46531002,Thames-Coromandel District,South Eastern Ward
46531545,Far North District,Bay of Islands-Whangaroa Ward
46531642,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46531726,Thames-Coromandel District,South Eastern Ward
46532110,Dunedin City,Area Outside Ward
46533216,Wellington City,Motukairangi/Eastern Ward
46534443,Auckland,Albany Ward
46534843,Dunedin City,Area Outside Ward
46535705,Rangitikei District,Northern Ward
46537579,Rotorua District,Area Outside Ward
46539582,Tauranga City,Te Papa-Welcome Bay Ward
46540519,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46544479,Hastings District,Hastings-Havelock North Ward
46546830,Tasman District,Motueka Ward
46547709,Auckland,Waitematā and Gulf Ward
46548988,Christchurch City,Central Ward
46549564,Auckland,Waitākere Ward
46550195,Auckland,Rodney Ward
46550311,Queenstown-Lakes District,Wanaka Ward
46550543,Napier City,Ahuriri Ward
46550659,Whangarei District,Hikurangi-Coastal Ward
46552182,Invercargill City,Area Outside Ward
46553707,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46554332,Tauranga City,Mount Maunganui-Papamoa Ward
46554400,Auckland,Albert-Eden-Puketāpapa Ward
46554963,Wellington City,Pukehīnau/Lambton Ward
46555255,Christchurch City,Central Ward
46555506,Kapiti Coast District,Paraparaumu Ward
46555510,Waimakariri District,Kaiapoi-Woodend Ward
46563426,Queenstown-Lakes District,Wanaka Ward
46563942,Auckland,Waitematā and Gulf Ward
46565342,Tauranga City,Mount Maunganui-Papamoa Ward
46565646,Kaipara District,Mangawhai-Kaiwaka Ward
46565723,Tauranga City,Mount Maunganui-Papamoa Ward
46567052,Auckland,Maungakiekie-Tāmaki Ward
46567098,Christchurch City,Heathcote Ward
46567544,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46568278,Whangarei District,Hikurangi-Coastal Ward
46568429,Nelson City,Area Outside Ward
46568977,Tauranga City,Mount Maunganui-Papamoa Ward
46568983,Rotorua District,Area Outside Ward
46569037,Hurunui District,West Ward
46569124,Hastings District,Hastings-Havelock North Ward
46569154,Auckland,North Shore Ward
46570323,Tauranga City,Mount Maunganui-Papamoa Ward
46570371,Auckland,Albany Ward
46570474,Auckland,Waitematā and Gulf Ward
46570546,Auckland,Waitematā and Gulf Ward
46570599,Tauranga City,Mount Maunganui-Papamoa Ward
46571115,Nelson City,Area Outside Ward
46571328,Thames-Coromandel District,South Eastern Ward
46571396,Tauranga City,Mount Maunganui-Papamoa Ward
46571724,Nelson City,Area Outside Ward
46571938,Ōpōtiki District,Waioeka-Waiotahi Ward
46572051,Mackenzie District,Pukaki Ward
46572647,Lower Hutt City,Harbour Ward
46580193,Marlborough District,Marlborough Sounds Ward
46580882,Queenstown-Lakes District,Wanaka Ward
46582493,Thames-Coromandel District,South Eastern Ward
46583365,Porirua City,Northern Ward/Pukerua ki te Raki
46583530,Auckland,Albany Ward
46583640,Auckland,Waitematā and Gulf Ward
46583946,Dunedin City,Area Outside Ward
46585188,Rotorua District,Area Outside Ward
46586043,Tauranga City,Mount Maunganui-Papamoa Ward
46586129,Thames-Coromandel District,Mercury Bay Ward
46586193,Kapiti Coast District,Waikanae Ward
46586499,Thames-Coromandel District,South Eastern Ward
46586574,Auckland,North Shore Ward
46587088,Taupo District,Taupō Ward
46588183,Ruapehu District,National Park Ward
46589084,Auckland,Manurewa-Papakura Ward
46589205,Wellington City,Motukairangi/Eastern Ward
46589410,Wellington City,Motukairangi/Eastern Ward
46589549,Queenstown-Lakes District,Wanaka Ward
46589923,Thames-Coromandel District,South Eastern Ward
46589961,Waikato District,Raglan Ward
46600513,Queenstown-Lakes District,Arrowtown Ward
46601021,Tauranga City,Mount Maunganui-Papamoa Ward
46601554,Taupo District,Taupō Ward
46602212,Selwyn District,Selwyn Central Ward
46602780,New Plymouth District,New Plymouth City Ward
46603146,Tasman District,Golden Bay Ward
46603152,Tasman District,Golden Bay Ward
46603153,Tasman District,Golden Bay Ward
46603154,Tasman District,Golden Bay Ward
46603158,Tasman District,Golden Bay Ward
46603161,Tasman District,Golden Bay Ward
46603163,Tasman District,Golden Bay Ward
46603165,Tasman District,Golden Bay Ward
46603166,Tasman District,Golden Bay Ward
46603252,Tasman District,Golden Bay Ward
46603925,Auckland,Waitematā and Gulf Ward
46604229,Tauranga City,Mount Maunganui-Papamoa Ward
46604579,Hastings District,Hastings-Havelock North Ward
46604629,Queenstown-Lakes District,Wanaka Ward
46604694,Far North District,Te Hiku Ward
46604815,Far North District,Bay of Islands-Whangaroa Ward
46605037,Wellington City,Pukehīnau/Lambton Ward
46606340,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46606922,Hurunui District,East Ward
46607610,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46607867,Far North District,Bay of Islands-Whangaroa Ward
46608593,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46608889,Auckland,Waitematā and Gulf Ward
46609460,Tasman District,Moutere-Waimea Ward
46609466,Wellington City,Paekawakawa/Southern Ward
46609950,Kaipara District,Mangawhai-Kaiwaka Ward
46610005,Queenstown-Lakes District,Wanaka Ward
46610251,Auckland,Waitematā and Gulf Ward
46610638,Auckland,Waitematā and Gulf Ward
46611071,Auckland,Franklin Ward
46620580,Auckland,Rodney Ward
46621401,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46622633,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46623104,Hurunui District,West Ward
46624049,Western Bay of Plenty District,Kaimai Ward
46624660,Mackenzie District,Pukaki Ward
46624701,Whakatane District,Whakatāne-Ōhope Ward 
46624740,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46624768,Waimakariri District,Oxford-Ohoka Ward
46625312,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46625841,New Plymouth District,South-West Ward
46625852,New Plymouth District,South-West Ward
46626651,South Wairarapa District,Featherston Ward
46626662,Waimate District,Pareora-Otaio-Makikihi Ward
46627309,Whanganui District,Area Outside Ward
46627377,Hastings District,Hastings-Havelock North Ward
46627433,Thames-Coromandel District,Mercury Bay Ward
46627812,Waimate District,Pareora-Otaio-Makikihi Ward
46627820,Waimate District,Pareora-Otaio-Makikihi Ward
46627912,Christchurch City,Banks Peninsula Ward
46628547,Hastings District,Hastings-Havelock North Ward
46629605,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46629956,Tauranga City,Te Papa-Welcome Bay Ward
46630926,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46631615,Wellington City,Paekawakawa/Southern Ward
46633651,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46641257,Waimate District,Pareora-Otaio-Makikihi Ward
46641321,Far North District,Te Hiku Ward
46641728,Waimate District,Pareora-Otaio-Makikihi Ward
46642159,Tauranga City,Mount Maunganui-Papamoa Ward
46642390,Rotorua District,Area Outside Ward
46642476,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46644590,Auckland,Waitākere Ward
46644635,Kaipara District,Mangawhai-Kaiwaka Ward
46644936,Auckland,North Shore Ward
46645062,Rotorua District,Area Outside Ward
46645562,Thames-Coromandel District,South Eastern Ward
46646536,Auckland,Franklin Ward
46646589,Auckland,Waitematā and Gulf Ward
46646702,Gisborne District,Taruheru-Patutahi Ward
46646876,Kapiti Coast District,Waikanae Ward
46647501,Kaipara District,Mangawhai-Kaiwaka Ward
46648273,Southland District,Mararoa Waimea Ward
46648310,Auckland,Waitematā and Gulf Ward
46649350,Far North District,Te Hiku Ward
46649435,Christchurch City,Central Ward
46649596,Waipa District,Cambridge Ward
46650050,Kaipara District,Mangawhai-Kaiwaka Ward
46650145,Rotorua District,Area Outside Ward
46650350,Carterton District,Area Outside Ward
46652064,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46654556,Tauranga City,Mount Maunganui-Papamoa Ward
46660174,Queenstown-Lakes District,Wanaka Ward
46660468,South Taranaki District,Taranaki Coastal Ward
46660800,Whangarei District,Hikurangi-Coastal Ward
46660883,Tasman District,Moutere-Waimea Ward
46661409,Mackenzie District,Pukaki Ward
46662411,Gisborne District,Gisborne Ward
46662445,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46663299,Gisborne District,Gisborne Ward
46663349,Lower Hutt City,Harbour Ward
46663450,Auckland,Franklin Ward
46664161,Queenstown-Lakes District,Wanaka Ward
46665510,Christchurch City,Banks Peninsula Ward
46665930,Tauranga City,Mount Maunganui-Papamoa Ward
46666189,Christchurch City,Central Ward
46668769,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46677719,Auckland,Albany Ward
46679161,Queenstown-Lakes District,Wanaka Ward
46679777,Wairoa District,Wairoa General Ward
46680196,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46680402,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46680589,Auckland,Waitematā and Gulf Ward
46680600,Kapiti Coast District,Paekākāriki-Raumati Ward
46680891,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46680909,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46680990,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46681141,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46681157,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46681272,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46681319,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46681493,Tauranga City,Mount Maunganui-Papamoa Ward
46681499,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46681622,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46681653,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46681951,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46682224,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46682519,Timaru District,Timaru Ward
46683600,Auckland,North Shore Ward
46683890,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46683928,Auckland,Albert-Eden-Puketāpapa Ward
46684689,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46692099,Tauranga City,Mount Maunganui-Papamoa Ward
46692761,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46693068,Upper Hutt City,Area Outside Ward
46693422,Westland District,Northern Ward
46693666,Auckland,Albany Ward
46693668,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46694409,Westland District,Southern Ward
46694813,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46695902,Hastings District,Heretaunga Ward
46696171,Tasman District,Golden Bay Ward
46696254,Ruapehu District,Waimarino-Waiouru Ward
46696396,Hastings District,Heretaunga Ward
46696574,New Plymouth District,New Plymouth City Ward
46697039,Wellington City,Paekawakawa/Southern Ward
46697431,Tauranga City,Mount Maunganui-Papamoa Ward
46698140,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46698218,Rotorua District,Area Outside Ward
46698253,Whakatane District,Whakatāne-Ōhope Ward 
46698472,Wellington City,Pukehīnau/Lambton Ward
46699127,Buller District,Westport Ward
46699626,Tasman District,Richmond Ward
46700483,Auckland,Franklin Ward
46700669,Palmerston North City,Area Outside Ward
46708011,Taupo District,Turangi-Tongariro Ward
46708118,Dunedin City,Area Outside Ward
46708804,Tasman District,Golden Bay Ward
46709796,Ōpōtiki District,Waioeka-Waiotahi Ward
46710172,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46710311,Hurunui District,West Ward
46710398,Kapiti Coast District,Waikanae Ward
46711412,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46711521,Auckland,Waitematā and Gulf Ward
