id,neighbourhood_group_name,neighbourhood_Name
46711610,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46712173,Waikato District,Raglan Ward
46712656,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46713002,Christchurch City,Riccarton Ward
46713090,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46713853,Auckland,Rodney Ward
46713922,Dunedin City,Area Outside Ward
46714440,Kaipara District,Mangawhai-Kaiwaka Ward
46714909,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46715644,Waikato District,Eureka Ward
46715863,Auckland,Waitematā and Gulf Ward
46715887,Marlborough District,Wairau-Awatere Ward
46716048,Wellington City,Takapū/Northern Ward
46716283,Tauranga City,Mount Maunganui-Papamoa Ward
46716861,Tasman District,Richmond Ward
46717691,Rotorua District,Area Outside Ward
46718276,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46719328,Waimakariri District,Kaiapoi-Woodend Ward
46727884,Taupo District,Taupō Ward
46727961,Tasman District,Motueka Ward
46729491,Auckland,Rodney Ward
46730939,Thames-Coromandel District,South Eastern Ward
46731550,Auckland,Manurewa-Papakura Ward
46732079,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46732097,Western Bay of Plenty District,Maketu-Te Puke Ward
46732256,Mackenzie District,Pukaki Ward
46733334,Kaikoura District,Area Outside Ward
46733997,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46734264,Tauranga City,Mount Maunganui-Papamoa Ward
46735354,Tasman District,Motueka Ward
46736223,Auckland,Waitematā and Gulf Ward
46737812,Tauranga City,Otumoetai-Pyes Pa Ward
46738124,Auckland,Waitematā and Gulf Ward
46738281,Waikato District,Raglan Ward
46738476,Waitomo District,Waitomo Rural Ward
46738963,Taupo District,Taupō Ward
46738996,Tasman District,Moutere-Waimea Ward
46739044,Tauranga City,Te Papa-Welcome Bay Ward
46740422,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46741110,Selwyn District,Springs Ward
46748754,Far North District,Bay of Islands-Whangaroa Ward
46749573,Hastings District,Heretaunga Ward
46749891,Thames-Coromandel District,Mercury Bay Ward
46751113,Kaipara District,Mangawhai-Kaiwaka Ward
46751754,Christchurch City,Heathcote Ward
46751858,Napier City,Onekawa-Tamatea Ward
46752630,Gisborne District,Tawhiti-Uawa Ward
46754687,Tasman District,Motueka Ward
46755459,Taupo District,Taupō Ward
46755497,Christchurch City,Coastal Ward
46756245,Tauranga City,Mount Maunganui-Papamoa Ward
46756255,Westland District,Southern Ward
46756616,Gisborne District,Gisborne Ward
46756811,Queenstown-Lakes District,Wanaka Ward
46756878,Gisborne District,Gisborne Ward
46757952,Napier City,Ahuriri Ward
46758035,Auckland,Waitematā and Gulf Ward
46758450,Auckland,Waitematā and Gulf Ward
46758646,Whangarei District,Bream Bay Ward
46759617,Thames-Coromandel District,Mercury Bay Ward
46759700,Rotorua District,Area Outside Ward
46759785,Rotorua District,Area Outside Ward
46760048,Tauranga City,Mount Maunganui-Papamoa Ward
46760230,Auckland,Albert-Eden-Puketāpapa Ward
46760677,Wellington City,Pukehīnau/Lambton Ward
46761001,Kaipara District,Mangawhai-Kaiwaka Ward
46761062,Rotorua District,Area Outside Ward
46761070,Porirua City,Western Ward/Titahi Rangituhi Porirua ki te uru
46762023,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46771072,Hurunui District,West Ward
46772108,Auckland,Albany Ward
46772815,Taupo District,Taupō Ward
46773609,Taupo District,Taupō Ward
46773628,Tauranga City,Mount Maunganui-Papamoa Ward
46775042,Thames-Coromandel District,South Eastern Ward
46775302,Rotorua District,Area Outside Ward
46775597,Christchurch City,Riccarton Ward
46775661,Auckland,Waitematā and Gulf Ward
46775834,Christchurch City,Riccarton Ward
46776151,Hastings District,Heretaunga Ward
46776481,Auckland,Waitematā and Gulf Ward
46776506,Mackenzie District,Pukaki Ward
46777094,Auckland,Waitematā and Gulf Ward
46777784,Waitaki District,Ahuriri Ward
46777886,Far North District,Te Hiku Ward
46778066,Wellington City,Paekawakawa/Southern Ward
46778341,Tauranga City,Mount Maunganui-Papamoa Ward
46778955,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46780383,Napier City,Ahuriri Ward
46781783,Queenstown-Lakes District,Wanaka Ward
46782238,Far North District,Bay of Islands-Whangaroa Ward
46782532,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46783017,South Wairarapa District,Martinborough Ward
46783029,Whakatane District,Whakatāne-Ōhope Ward 
46784169,Tasman District,Richmond Ward
46784718,Hastings District,Kahuranaki Ward
46786855,Christchurch City,Central Ward
46791027,Tasman District,Richmond Ward
46792439,Hastings District,Hastings-Havelock North Ward
46793091,Kaipara District,Mangawhai-Kaiwaka Ward
46793093,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46793563,Rotorua District,Area Outside Ward
46793580,Auckland,Waitākere Ward
46794321,Taupo District,Taupō Ward
46796242,Auckland,Waitematā and Gulf Ward
46796259,Waikato District,Raglan Ward
46796353,Tauranga City,Te Papa-Welcome Bay Ward
46796564,Gisborne District,Gisborne Ward
46796748,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46796838,Waikato District,Onewhero-Te Akau Ward
46798631,South Wairarapa District,Greytown Ward
46798694,Waimakariri District,Oxford-Ohoka Ward
46800217,Christchurch City,Banks Peninsula Ward
46800489,Christchurch City,Harewood Ward
46802625,Auckland,Waitematā and Gulf Ward
46802872,Auckland,Albert-Eden-Puketāpapa Ward
46803351,Christchurch City,Harewood Ward
46805600,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46816584,Far North District,Kaikohe-Hokianga Ward
46816743,Taupo District,Turangi-Tongariro Ward
46816944,Mackenzie District,Pukaki Ward
46817109,Mackenzie District,Pukaki Ward
46817526,Wellington City,Takapū/Northern Ward
46817647,Auckland,Waitematā and Gulf Ward
46819333,Marlborough District,Blenheim Ward
46820587,Tasman District,Moutere-Waimea Ward
46820643,Tasman District,Moutere-Waimea Ward
46820761,Nelson City,Area Outside Ward
46821761,Taupo District,Taupō Ward
46822325,Ashburton District,Western Ward
46823190,Whangarei District,Bream Bay Ward
46825318,Tasman District,Moutere-Waimea Ward
46825322,Tasman District,Moutere-Waimea Ward
46827935,Auckland,Howick Ward
46832873,Nelson City,Area Outside Ward
46833289,Southland District,Waihopai Toetoe Ward
46833591,Far North District,Kaikohe-Hokianga Ward
46834912,Auckland,Albany Ward
46835205,Thames-Coromandel District,Mercury Bay Ward
46835321,Nelson City,Area Outside Ward
46835743,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46836357,Far North District,Te Hiku Ward
46837648,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46839717,Auckland,Waitematā and Gulf Ward
46839937,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46840856,Nelson City,Area Outside Ward
46841610,Hurunui District,West Ward
46842105,Auckland,North Shore Ward
46842114,Auckland,Whau Ward
46842198,Tauranga City,Mount Maunganui-Papamoa Ward
46842223,Christchurch City,Central Ward
46842270,Western Bay of Plenty District,Kaimai Ward
46842341,Whangarei District,Bream Bay Ward
46842417,New Plymouth District,New Plymouth City Ward
46842757,Invercargill City,Area Outside Ward
46842764,Queenstown-Lakes District,Wanaka Ward
46850405,Queenstown-Lakes District,Wanaka Ward
46852276,Christchurch City,Banks Peninsula Ward
46852336,Kapiti Coast District,Waikanae Ward
46853753,Rotorua District,Area Outside Ward
46854246,Waikato District,Tamahere Ward
46854723,Christchurch City,Central Ward
46854931,Christchurch City,Central Ward
46855003,Queenstown-Lakes District,Wanaka Ward
46855990,Tasman District,Moutere-Waimea Ward
46856182,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46856449,Wellington City,Paekawakawa/Southern Ward
46856574,South Taranaki District,Te Hāwera Ward
46857288,Thames-Coromandel District,South Eastern Ward
46857521,Grey District,Southern Ward
46857817,Auckland,Ōrākei Ward
46858103,Tauranga City,Mount Maunganui-Papamoa Ward
46858550,Tasman District,Richmond Ward
46858774,Tauranga City,Mount Maunganui-Papamoa Ward
46859383,Kapiti Coast District,Paraparaumu Ward
46860096,Rotorua District,Area Outside Ward
46860496,Nelson City,Area Outside Ward
46860812,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46861190,Tasman District,Golden Bay Ward
46861548,Far North District,Bay of Islands-Whangaroa Ward
46861780,Tasman District,Moutere-Waimea Ward
46862000,Auckland,Albert-Eden-Puketāpapa Ward
46862583,Central Otago District,Cromwell Ward
46863169,Wellington City,Pukehīnau/Lambton Ward
46871252,Southland District,Waiau Aparima Ward
46874810,Horowhenua District,Waiopehu Ward
46874888,Mackenzie District,Pukaki Ward
46877298,Taupo District,Taupō Ward
46877656,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46878022,Auckland,Waitematā and Gulf Ward
46878091,Tauranga City,Mount Maunganui-Papamoa Ward
46878402,Christchurch City,Waimairi Ward
46880062,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46881072,Grey District,Southern Ward
46882370,Taupo District,Turangi-Tongariro Ward
46882421,Tauranga City,Mount Maunganui-Papamoa Ward
46882604,Tauranga City,Mount Maunganui-Papamoa Ward
46882787,Hastings District,Hastings-Havelock North Ward
46883969,Tauranga City,Otumoetai-Pyes Pa Ward
46884085,Auckland,Albert-Eden-Puketāpapa Ward
46884308,Auckland,Albert-Eden-Puketāpapa Ward
46884968,Rotorua District,Area Outside Ward
46895913,Tauranga City,Mount Maunganui-Papamoa Ward
46896962,Kaikoura District,Area Outside Ward
46897761,Queenstown-Lakes District,Wanaka Ward
46898963,Queenstown-Lakes District,Wanaka Ward
46899415,Auckland,Rodney Ward
46899502,Auckland,Ōrākei Ward
46900108,Queenstown-Lakes District,Wanaka Ward
46900529,Whangarei District,Bream Bay Ward
46901731,Hastings District,Kahuranaki Ward
46902011,Thames-Coromandel District,Coromandel-Colville Ward
46902044,Queenstown-Lakes District,Wanaka Ward
46903716,New Plymouth District,North Ward
46904408,Auckland,Ōrākei Ward
46905070,Southland District,Waiau Aparima Ward
46905422,Queenstown-Lakes District,Wanaka Ward
46905603,Tasman District,Moutere-Waimea Ward
46905606,Thames-Coromandel District,Mercury Bay Ward
46907282,Waikato District,Raglan Ward
46907522,Christchurch City,Spreydon Ward
46908635,Auckland,Albert-Eden-Puketāpapa Ward
46908748,Taupo District,Taupō Ward
46909369,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46909371,Christchurch City,Central Ward
46909406,Tasman District,Moutere-Waimea Ward
46909617,Auckland,Rodney Ward
46909926,Auckland,Rodney Ward
46910223,Auckland,Rodney Ward
46914169,Auckland,Waitematā and Gulf Ward
46919224,Taupo District,Taupō Ward
46919676,Far North District,Te Hiku Ward
46920447,Auckland,Waitematā and Gulf Ward
46920833,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46922052,Rotorua District,Area Outside Ward
46923367,New Plymouth District,New Plymouth City Ward
46924486,Tauranga City,Otumoetai-Pyes Pa Ward
46924502,Taupo District,Taupō Ward
46926200,Christchurch City,Central Ward
46927574,Queenstown-Lakes District,Wanaka Ward
46928235,Western Bay of Plenty District,Katikati-Waihi Beach Ward
46929016,Tasman District,Motueka Ward
46929017,Thames-Coromandel District,Mercury Bay Ward
46930006,Christchurch City,Riccarton Ward
46930611,Porirua City,Northern Ward/Pukerua ki te Raki
46930613,Napier City,Nelson Park Ward
46930740,Far North District,Te Hiku Ward
46931013,Auckland,Rodney Ward
46931445,New Plymouth District,New Plymouth City Ward
46931726,Far North District,Bay of Islands-Whangaroa Ward
46932075,Auckland,Albany Ward
46932142,Hastings District,Hastings-Havelock North Ward
46932603,Christchurch City,Burwood Ward
46932774,Kaikoura District,Area Outside Ward
46933355,Kaikoura District,Area Outside Ward
46934655,Christchurch City,Central Ward
46935558,Auckland,Waitematā and Gulf Ward
46943432,Far North District,Bay of Islands-Whangaroa Ward
46943542,Napier City,Nelson Park Ward
46943741,Thames-Coromandel District,South Eastern Ward
46943871,Auckland,Rodney Ward
46944785,Nelson City,Area Outside Ward
46944872,Thames-Coromandel District,Mercury Bay Ward
46945578,Taupo District,Turangi-Tongariro Ward
46947030,Thames-Coromandel District,Thames Ward
46948523,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46949394,Thames-Coromandel District,South Eastern Ward
46949395,Christchurch City,Fendalton Ward
46949512,Far North District,Bay of Islands-Whangaroa Ward
46949659,Waikato District,Awaroa ki Tuakau Ward
46951165,Thames-Coromandel District,South Eastern Ward
46952154,Tauranga City,Otumoetai-Pyes Pa Ward
46952571,Queenstown-Lakes District,Wanaka Ward
46952895,Ashburton District,Ashburton Ward
46955073,Auckland,Waitematā and Gulf Ward
46955851,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46968843,Far North District,Te Hiku Ward
46969566,New Plymouth District,New Plymouth City Ward
46969575,Marlborough District,Marlborough Sounds Ward
46972834,Mackenzie District,Pukaki Ward
46972983,Auckland,Waitematā and Gulf Ward
46974196,Central Otago District,Vincent Ward
46975107,Auckland,Waitematā and Gulf Ward
46975232,Kapiti Coast District,Waikanae Ward
46975630,Taupo District,Taupō Ward
46975794,Kapiti Coast District,Paraparaumu Ward
46977931,Buller District,Westport Ward
46985676,Napier City,Ahuriri Ward
46987543,Whangarei District,Hikurangi-Coastal Ward
46987753,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46987779,Thames-Coromandel District,South Eastern Ward
46988417,Taupo District,Taupō Ward
46988777,Upper Hutt City,Area Outside Ward
46988982,Masterton District,Area Outside Ward
46989383,Whanganui District,Area Outside Ward
46989538,Far North District,Te Hiku Ward
46989664,Tauranga City,Mount Maunganui-Papamoa Ward
46990501,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46990503,Auckland,Ōrākei Ward
46991769,Far North District,Kaikohe-Hokianga Ward
46992091,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46992284,Thames-Coromandel District,Thames Ward
46992492,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46992618,Mackenzie District,Pukaki Ward
46992798,Wellington City,Motukairangi/Eastern Ward
46993091,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46993242,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46993356,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46993396,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46993525,Queenstown-Lakes District,Queenstown-Wakatipu Ward
46993923,Auckland,Albany Ward
46994324,Palmerston North City,Area Outside Ward
46994450,Auckland,Franklin Ward
46994798,Far North District,Kaikohe-Hokianga Ward
46995025,Hastings District,Heretaunga Ward
46995779,Thames-Coromandel District,Thames Ward
46995842,Waikato District,Raglan Ward
47001680,Auckland,North Shore Ward
47003497,South Waikato District,Tirau Ward
47004491,Thames-Coromandel District,Thames Ward
47004946,Far North District,Te Hiku Ward
47005297,Western Bay of Plenty District,Katikati-Waihi Beach Ward
47006151,Rotorua District,Area Outside Ward
47006607,Thames-Coromandel District,South Eastern Ward
47007567,Western Bay of Plenty District,Katikati-Waihi Beach Ward
47007569,Christchurch City,Banks Peninsula Ward
47009615,Hastings District,Heretaunga Ward
47009765,Christchurch City,Banks Peninsula Ward
47010401,Rotorua District,Area Outside Ward
47010650,Rangitikei District,Central Ward
47010826,Auckland,North Shore Ward
47010861,Auckland,Rodney Ward
47011674,Auckland,Rodney Ward
47011842,Manawatu District,Rural Ward
47013383,Taupo District,Taupō Ward
47013619,Auckland,Waitākere Ward
47014550,Masterton District,Area Outside Ward
47015146,Tauranga City,Otumoetai-Pyes Pa Ward
47016161,Auckland,North Shore Ward
47016369,Auckland,Rodney Ward
47016659,Wellington City,Pukehīnau/Lambton Ward
47017371,Hamilton City,East Ward
47017819,Selwyn District,Malvern Ward
47028575,Thames-Coromandel District,South Eastern Ward
47029130,Queenstown-Lakes District,Wanaka Ward
47029266,Thames-Coromandel District,Mercury Bay Ward
47029757,Auckland,North Shore Ward
47030595,Waimakariri District,Rangiora-Ashley Ward
47031029,Queenstown-Lakes District,Arrowtown Ward
47031082,Tauranga City,Mount Maunganui-Papamoa Ward
47031182,Gisborne District,Taruheru-Patutahi Ward
47031643,Napier City,Nelson Park Ward
47031648,Christchurch City,Heathcote Ward
47032753,Auckland,North Shore Ward
47033861,Far North District,Te Hiku Ward
47035432,Far North District,Te Hiku Ward
47036489,Tauranga City,Mount Maunganui-Papamoa Ward
47038293,Tauranga City,Mount Maunganui-Papamoa Ward
